Category,brand,brand_name_weight,full_price,name,sale_price,store,weight
Beer,Leffe Blonde - Belgian Ale,"['Leffe Blonde - Belgian Ale', ' 6pk', ' 12 Fl Oz Bottles', ' 6.6% ABV']",$11.49, 6pk,na,Bristol Farms, 6.6% ABV
Beer,Amstel Light Lager,"['Amstel Light Lager', ' 6pk', ' 12 Fl Oz Bottles', ' 3.5% ABV']",$9.99, 6pk,na,Bristol Farms, 3.5% ABV
Beer,Sierra Nevada Pale Ale,"['Sierra Nevada Pale Ale', ' 6pk', ' 12 Fl Oz Bottles', ' 5.6% ABV']",$11.49, 6pk,$8.99,Bristol Farms, 5.6% ABV
Beer,Fee Brothers Bitters Aromatic 17% ABV,"['Fee Brothers Bitters Aromatic 17% ABV', ' 5 Fl Oz']",$8.49, 5 Fl Oz,na,Bristol Farms,na
Beer,Heineken Lager Beer,"['Heineken Lager Beer', ' 6pk', ' 12 Fl Oz Bottles', ' 5% ABV']",$9.99, 6pk,na,Bristol Farms, 5% ABV
Beer,Budweiser,"['Budweiser', ' Single Can', ' 25 Fl Oz', ' 5% ABV']",$2.99, Single Can,na,Bristol Farms, 5% ABV
Beer,Michelob Ultra,"['Michelob Ultra', ' 6pk', ' 12 Fl Oz Bottles', ' 4.2% ABV']",$7.99, 6pk,na,Bristol Farms, 4.2% ABV
Beer,Modelo Chelada,"['Modelo Chelada', ' Single Can', ' 25 Fl Oz', ' 3.5% ABV']",$3.99, Single Can,na,Bristol Farms, 3.5% ABV
Beer,Belching Beaver Peanut Butter Milk Stout,"['Belching Beaver Peanut Butter Milk Stout', ' 22 Oz Bottles', ' 5.3% ABV']",$7.99, 22 Oz Bottles,na,Bristol Farms, 5.3% ABV
Beer,na,"['New Belgium', ' Trippel ', ' 6pk', ' 12 oz Bottles', ' 8.5% ABV']",$11.49,New Belgium,$9.99,Bristol Farms,na
Beer,na,"['Peroni', ' Nastro Azzuro', ' 6pk', ' 11.2 oz Bottles', ' 5.1% ABV']",$9.99,Peroni,na,Bristol Farms,na
Beer,Stone Brewing,"['Stone Brewing', ' India Pale', ' 22 Fl Oz']",$5.49, India Pale,na,Bristol Farms, 22 Fl Oz
Beer,Boddingtons Pub Ale,"['Boddingtons Pub Ale', ' 4pk', ' 1 pint cans']",$9.49, 4pk,na,Bristol Farms, 1 pint cans
Beer,Corona Extra,"['Corona Extra', ' 6pk', ' 12 Fl Oz Bottles', ' 4.6% ABV']",$9.99, 6pk,na,Bristol Farms, 4.6% ABV
Beer,na,"['Stone', ' Delicious IPA', ' 6pk', ' 12 Ounce Bottles', ' 7.7% ABV']",$12.49,Stone,na,Bristol Farms,na
Beer,Stone Exalted IPA,"['Stone Exalted IPA', ' 6pk', ' 12oz cans', ' 7%ABV']",$13.99, 6pk,na,Bristol Farms, 7%ABV
Beer,Murphy's Stout,"[""Murphy's Stout"", ' 4pk', ' 14.9 Oz Cans', ' 4.0% ABV']",$9.99, 4pk,na,Bristol Farms, 4.0% ABV
Beer,Strand Brewing Co 24Th Street Pale Ale,"['Strand Brewing Co 24Th Street Pale Ale', ' Single Bottle', ' 16.9 Fl Oz', ' 6.1%…']",$4.29, Single Bottle,na,Bristol Farms, 6.1%…
Beer,na,"['Asahi', ' Super Dry', ' 6pk', ' 12 oz Bottles', ' 5% ABV']",$9.99,Asahi,na,Bristol Farms,na
Beer,Unibroue,"['Unibroue', ' Maudite', ' 750mL']",$11.49, Maudite,na,Bristol Farms, 750mL
Beer,Modern Times Fortunate Islands Wheat,"['Modern Times Fortunate Islands Wheat', ' 4pk', ' 16 Fl Oz Cans']",$9.99, 4pk,na,Bristol Farms, 16 Fl Oz Cans
Beer,Pacifico 12 oz 12 Pack,"['Pacifico 12 oz 12 Pack', ' Bottles']",$18.99, Bottles,na,Bristol Farms,na
Beer,21st Amendment Brewery Brew Free Or Die IPA,"['21st Amendment Brewery Brew Free Or Die IPA', ' 6pk', ' 12 Fl Oz Bottles…']",$11.49, 6pk,na,Bristol Farms, 12 Fl Oz Bottles…
Beer,Ommegang,"['Ommegang', ' Three Philosophers', ' 750 mL']",$12.49, Three Philosophers,na,Bristol Farms, 750 mL
Beer,Wider Hefeweizen,"['Wider Hefeweizen', ' 6pk', ' 12 Fl Oz Bottles']",$9.99, 6pk,na,Bristol Farms, 12 Fl Oz Bottles
Beer,Lagunitas Maximus IPA,"['Lagunitas Maximus IPA', ' 6pk', ' 12 Fl Oz Bottles']",$11.99, 6pk,na,Bristol Farms, 12 Fl Oz Bottles
Beer,Stone IPA,"['Stone IPA', ' 6 pk', ' 12 oz bottles', ' 6.9% ABV']",$12.49, 6 pk,na,Bristol Farms, 6.9% ABV
Beer,Simtra Triple IPA,"['Simtra Triple IPA', ' Single Bottle', ' 22 Fl Oz', ' 11.25% ABV']",$9.99, Single Bottle,na,Bristol Farms, 11.25% ABV
Beer,Bud Light,"['Bud Light', ' Single Can', ' 25 Fl Oz', ' 4.2% ABV']",$2.99, Single Can,na,Bristol Farms, 4.2% ABV
Beer,Pilsner Urquell,"['Pilsner Urquell', ' 6pk', ' 11.2 oz Bottles', ' 4.4% ABV']",$9.99, 6pk,na,Bristol Farms, 4.4% ABV
Beer,Coors Light,"['Coors Light', ' Single Can', ' 24 Fl Oz', ' 4.2% ABV']",$2.99, Single Can,na,Bristol Farms, 4.2% ABV
Beer,Samuel Smith's Brewery Ale Og 550Ml,"[""Samuel Smith's Brewery Ale Og 550Ml"", ' 550 mL']",$4.99, 550 mL,na,Bristol Farms,na
Beer,Sapporo Original Draft Beer,"['Sapporo Original Draft Beer', ' Single Can', ' 22 Fl Oz', ' 5% ABV']",$3.99, Single Can,na,Bristol Farms, 5% ABV
Beer,Heineken Premium Light,"['Heineken Premium Light', ' 6pk', ' 12 Fl Oz Bottles', ' 3.2% ABV']",$9.99, 6pk,na,Bristol Farms, 3.2% ABV
Beer,Ballast Point Grapefruit IPA,"['Ballast Point Grapefruit IPA', ' 6pk', ' 12 Fl Oz Cans']",$14.99, 6pk,na,Bristol Farms, 12 Fl Oz Cans
Beer,Modelo Especial,"['Modelo Especial', ' 24 Fl Oz Can']",$3.49, 24 Fl Oz Can,na,Bristol Farms,na
Beer,Anchor Steam Beer,"['Anchor Steam Beer', ' 6pk', ' 12 Fl Oz Bottles', ' 4.9% ABV']",$10.99, 6pk,$9.99,Bristol Farms, 4.9% ABV
Beer,Sierra Nevada Pale Ale,"['Sierra Nevada Pale Ale', ' Single Bottle', ' 24 Fl Oz', ' 5.6% ABV']",$3.99, Single Bottle,na,Bristol Farms, 5.6% ABV
Beer,Pizza Port Ponto Session IPA,"['Pizza Port Ponto Session IPA', ' 6pk', ' 12 Fl Oz Cans']",$10.99, 6pk,na,Bristol Farms, 12 Fl Oz Cans
Beer,na,"['North Coast', ' Scrimshaw', ' 6pk', ' 12 oz Bottles', ' 4.4% ABV']",$9.99,North Coast,na,Bristol Farms,na
Beer,Stone Ruination Double IPA 2.0,"['Stone Ruination Double IPA 2.0', ' 6pk', ' 12 Fl Oz Bottles']",$14.99, 6pk,na,Bristol Farms, 12 Fl Oz Bottles
Beer,na,['Coors Light 6 Pack Bottles'],$7.49,Coors Light 6 Pack Bottles,na,Bristol Farms,na
Beer,Port Brewing,"['Port Brewing', ' Ale IPA Wipeout', ' 650.61 mL']",$5.99, Ale IPA Wipeout,na,Bristol Farms, 650.61 mL
Beer,na,"['Weihenstephaner', ' Hefe Weissbier', ' 6pk', ' 11.2 oz Bottles', ' 5.4% ABV']",$13.49,Weihenstephaner,na,Bristol Farms,na
Beer,Tecate 12pk,"['Tecate 12pk', ' 12 oz Cans', ' 4.5% ABV']",$13.49, 12 oz Cans,na,Bristol Farms, 4.5% ABV
Beer,Breaking Bud,"['Breaking Bud', ' Single Bottle', ' 22 Fl Oz', ' 6.5% ABV']",$8.99, Single Bottle,na,Bristol Farms, 6.5% ABV
Beer,Pacifico Cerveza,"['Pacifico Cerveza', ' 6pk', ' 12 Fl Oz Bottles', ' 4.4% ABV']",$9.49, 6pk,na,Bristol Farms, 4.4% ABV
Beer,Lagunitas Cappuccino Stout,"['Lagunitas Cappuccino Stout', ' 22 Oz Bottle']",$5.49, 22 Oz Bottle,na,Bristol Farms,na
Beer,Tecate,"['Tecate', ' 24 Ounce Single Can']",$2.99, 24 Ounce Single Can,na,Bristol Farms,na
Beer,Knee Deep Hoptologist IPA,"['Knee Deep Hoptologist IPA', ' Single Bottle', ' 22 Fl Oz', ' 9% ABV']",$5.49, Single Bottle,na,Bristol Farms, 9% ABV
Beer,Gulden Draak Ale,"['Gulden Draak Ale', ' 750ml']",$15.49, 750ml,na,Bristol Farms,na
Beer,na,"['Lagunitas', ' Seasonal', ' 6pk', ' 12 oz Bottles', ' 7% ABV']",$11.99,Lagunitas,na,Bristol Farms,na
Beer,Kirin Ichiban Brewed For Good Times ,"['Kirin Ichiban Brewed For Good Times ', ' 6pk', ' 12 Fl Oz Bottles', ' 5% ABV']",$9.99, 6pk,na,Bristol Farms, 5% ABV
Beer,Chimay Premiere Ale,"['Chimay Premiere Ale', ' Single Bottle', ' 750 mL', ' 7% ABV']",$14.49, Single Bottle,na,Bristol Farms, 7% ABV
Beer,na,"['Flying Dog', ' Double Dog Double Ipa', ' 6pk', ' 22 Fl Oz Bottles', ' 11.5% ABV']",$16.99,Flying Dog,na,Bristol Farms,na
Beer,Dogfish Head 60 Minute IPA,"['Dogfish Head 60 Minute IPA', ' 6pk', ' 12 Fl Oz', ' 6% ABV']",$12.49, 6pk,na,Bristol Farms, 6% ABV
Beer,na,"['St Bernardus', ' Abt 12', ' 25.4 oz', ' Bottle', ' 10% ABV']",$14.49,St Bernardus,na,Bristol Farms,na
Beer,Miller Lite 12 oz 6 Pack,"['Miller Lite 12 oz 6 Pack', ' Bottles']",$11.49, Bottles,na,Bristol Farms,na
Beer,Delirium Nocturnum,"['Delirium Nocturnum', ' 750ml']",$11.99, 750ml,na,Bristol Farms,na
Beer,Stella Artois,"['Stella Artois', ' Single Bottle', ' 22 Fl Oz', ' 5% ABV']",$3.99, Single Bottle,na,Bristol Farms, 5% ABV
Beer,Golden State Mighty Hops Hard Cider,"['Golden State Mighty Hops Hard Cider', ' 4 pk 16 oz cans', ' 6.9% ABV']",$11.99, 4 pk 16 oz cans,na,Bristol Farms, 6.9% ABV
Beer,na,['Deschutes Pacific Wonderland Lager 6pk Bottles'],$11.49,Deschutes Pacific Wonderland Lager 6pk Bottles,$9.99,Bristol Farms,na
Beer,Heineken,"['Heineken', ' Single Bottle', ' 22 Fl Oz', ' 5.4% ABV']",$3.99, Single Bottle,na,Bristol Farms, 5.4% ABV
Beer,Foster's Premium,"[""Foster's Premium"", ' Single Can', ' 25.4 Fl Oz', ' 5.5% ABV']",$3.49, Single Can,na,Bristol Farms, 5.5% ABV
Beer,Ballast Point Sculpin IPA,"['Ballast Point Sculpin IPA', ' 22 Fl Oz Single Bottle', ' 7% ABV']",$7.99, 22 Fl Oz Single Bottle,na,Bristol Farms, 7% ABV
Beer,Samuel Adams Boston Lager,"['Samuel Adams Boston Lager', ' 6pk', ' 12 Fl Oz Bottles', ' 4.9% ABV']",$9.99, 6pk,na,Bristol Farms, 4.9% ABV
Beer,Sam Adams Seasonal,"['Sam Adams Seasonal', ' 6pk', ' 12 Fl Oz Bottles']",$9.99, 6pk,na,Bristol Farms, 12 Fl Oz Bottles
Beer,Moretti Lager,"['Moretti Lager', ' 6pk', ' 11.2 Fl Oz Bottles']",$9.99, 6pk,na,Bristol Farms, 11.2 Fl Oz Bottles
Beer,Weihenstephaner Festbier,"['Weihenstephaner Festbier', ' 6pk', ' 12 Oz', ' 5.8% ABV']",$13.49, 6pk,na,Bristol Farms, 5.8% ABV
Beer,Kronenburg 12 oz 6 Pack,"['Kronenburg 12 oz 6 Pack', ' Bottles']",$11.49, Bottles,na,Bristol Farms,na
Beer,Alesmith X Extra Pale Ale,"['Alesmith X Extra Pale Ale', ' 1 - 22oz bottle']",$5.99, 1 - 22oz bottle,na,Bristol Farms,na
Beer,Alesmith,"['Alesmith', ' Ipa', ' 22 Fl Oz']",$7.49, Ipa,na,Bristol Farms, 22 Fl Oz
Beer,Anderson Valley Boont Amber Ale,"['Anderson Valley Boont Amber Ale', ' Single Bottle', ' 22 Fl Oz', ' 5.8% ABV']",$5.29, Single Bottle,na,Bristol Farms, 5.8% ABV
Beer,Bohemia 12 oz 6 Pack,"['Bohemia 12 oz 6 Pack', ' Bottles']",$9.99, Bottles,na,Bristol Farms,na
Beer,Avery Brewing Company White Rascal,"['Avery Brewing Company White Rascal', ' 6 - 12oz cans']",$11.49, 6 - 12oz cans,na,Bristol Farms,na
Beer,PranQster,"['PranQster', ' Golden Ale', ' 25.4 Fl Oz Bottle']",$8.49, Golden Ale,na,Bristol Farms, 25.4 Fl Oz Bottle
Beer,Stone Ruination Iipa,"['Stone Ruination Iipa', ' Single Bottle', ' 22 Fl Oz', ' 8.5% ABV']",$7.49, Single Bottle,na,Bristol Farms, 8.5% ABV
Beer,Figueroa Mountain Hoppy Poppy IPA,"['Figueroa Mountain Hoppy Poppy IPA', ' Single Bottle', ' 22 Fl Oz', ' 6.5% ABV']",$6.99, Single Bottle,na,Bristol Farms, 6.5% ABV
Beer,Buckler 12 oz 6 Pack,"['Buckler 12 oz 6 Pack', ' Bottles']",$8.99, Bottles,na,Bristol Farms,na
Beer,Lindemans Lambic Pomme,"['Lindemans Lambic Pomme', ' Single Bottle', ' 25.36 Fl Oz', ' 3.5% ABV']",$12.49, Single Bottle,na,Bristol Farms, 3.5% ABV
Beer,Citra Extra Pale Ale,"['Citra Extra Pale Ale', ' Single Bottle', ' 16 Fl Oz', ' 7% ABV']",$8.49, Single Bottle,na,Bristol Farms, 7% ABV
Beer,Ninkasi Total Domination,"['Ninkasi Total Domination', ' Single Bottle', ' 22 Fl Oz', ' 6.7% ABV']",$5.49, Single Bottle,na,Bristol Farms, 6.7% ABV
Beer,Figueroa Mountain Brewing,"['Figueroa Mountain Brewing', ' IPA Ipmperial Lizards Mouth', ' 22 Fl Oz']",$9.99, IPA Ipmperial Lizards Mouth,na,Bristol Farms, 22 Fl Oz
Beer,na,['Firestone Walker Brewery - Union Jack IPA 22 oz.'],$8.49,Firestone Walker Brewery - Union Jack IPA 22 oz.,na,Bristol Farms,na
Beer,Erdinger Alkoholfrei Alcohol Free Lager,"['Erdinger Alkoholfrei Alcohol Free Lager', ' 6 pk. 11.2 oz. bottles', ' 0.5% ABV']",$11.49, 6 pk. 11.2 oz. bottles,na,Bristol Farms, 0.5% ABV
Beer,Orval,"['Orval', ' 1 - 11.2oz bottle']",$6.49, 1 - 11.2oz bottle,na,Bristol Farms,na
Beer,New Belgium Fat Tire,"['New Belgium Fat Tire', ' 22 oz']",$4.29, 22 oz,na,Bristol Farms,na
White Wine,La Marca Prosecco,"['La Marca Prosecco', ' 750 ml']",$16.99, 750 ml,na,Bristol Farms,na
White Wine,Kim Crawford Sauvignon Blanc,"['Kim Crawford Sauvignon Blanc', ' 750 ml']",$18.98, 750 ml,$15.99,Bristol Farms,na
White Wine,Chateau Ste. Michelle Chardonnay,"['Chateau Ste. Michelle Chardonnay', ' 750 ml']",$10.99, 750 ml,na,Bristol Farms,na
White Wine,Kendall-Jackson Vintner's Reserve Chardonnay,"[""Kendall-Jackson Vintner's Reserve Chardonnay"", ' 750 ml']",$14.99, 750 ml,na,Bristol Farms,na
White Wine,Nobilo Sauvignon Blanc,"['Nobilo Sauvignon Blanc', ' 750 ml']",$14.49, 750 ml,na,Bristol Farms,na
White Wine,Josh Cellars Chardonnay,"['Josh Cellars Chardonnay', ' 750 ml']",$15.99, 750 ml,$13.99,Bristol Farms,na
White Wine,La Marca Prosecco,"['La Marca Prosecco', ' 187 ml']",$6.99, 187 ml,na,Bristol Farms,na
White Wine,Miraval,"['Miraval', ' Rose Cote De Provence', ' 750mL']",$25.99, Rose Cote De Provence,na,Bristol Farms, 750mL
White Wine,Freixenet Cordon Negro Brut,"['Freixenet Cordon Negro Brut', ' 750 ml']",$12.99, 750 ml,na,Bristol Farms,na
White Wine,Woodbridge by Robert Mondavi Chardonnay,"['Woodbridge by Robert Mondavi Chardonnay', ' 1.5L']",$14.99, 1.5L,$12.99,Bristol Farms,na
White Wine,Cristalino Brut Non-Vintage,"['Cristalino Brut Non-Vintage', ' 750 ml']",$9.99, 750 ml,na,Bristol Farms,na
White Wine,Nicolas Feuillatte Brut Reserve Champagne,"['Nicolas Feuillatte Brut Reserve Champagne', ' 750 ml']",$39.99, 750 ml,$34.99,Bristol Farms,na
White Wine,Mionetto Brut Prosecco,"['Mionetto Brut Prosecco', ' 750 ml']",$17.98, 750 ml,$14.99,Bristol Farms,na
White Wine,Gekkeikan Sake,"['Gekkeikan Sake', ' 750 ml']",$5.99, 750 ml,na,Bristol Farms,na
White Wine,Cristalino Brut Rose' N/V,"[""Cristalino Brut Rose' N/V"", ' 750 ml']",$9.99, 750 ml,na,Bristol Farms,na
White Wine,Honig,"['Honig', ' Sauvignon Blanc', ' 750mL']",$16.99, Sauvignon Blanc,na,Bristol Farms, 750mL
White Wine,Woodbridge Sauvignon Blanc,"['Woodbridge Sauvignon Blanc', ' 1.5 L']",$11.99, 1.5 L,$8.99,Bristol Farms,na
White Wine,Stella Pinot Grigio,"['Stella Pinot Grigio', ' 750 mL']",$9.99, 750 mL,na,Bristol Farms,na
White Wine,William Hill North Coast Chardonnay,"['William Hill North Coast Chardonnay', ' 750 ml']",$16.99, 750 ml,na,Bristol Farms,na
White Wine,Starborough Sauvignon Blanc,"['Starborough Sauvignon Blanc', ' 750 mL']",$11.99, 750 mL,na,Bristol Farms,na
White Wine,Meiomi Chardonnay,"['Meiomi Chardonnay', ' 750 ml']",$22.98, 750 ml,$18.99,Bristol Farms,na
White Wine,Mer Soleil Reserve Chardonnay,"['Mer Soleil Reserve Chardonnay', ' 750 mL']",$36.99, 750 mL,$26.99,Bristol Farms,na
White Wine,Rombauer Vineyards Chardonnay 750 mL,"['Rombauer Vineyards Chardonnay 750 mL', ' 14.5% ABV']",$39.99, 14.5% ABV,na,Bristol Farms,na
White Wine,Coppola Sofia Sparkling Blanc De Blanc,"['Coppola Sofia Sparkling Blanc De Blanc', ' 750 ml']",$17.99, 750 ml,na,Bristol Farms,na
White Wine,Francis Coppola Diamond Collection Chardonnay,"['Francis Coppola Diamond Collection Chardonnay', ' 750 ml']",$14.99, 750 ml,na,Bristol Farms,na
White Wine,Edna Valley Vineyard Chardonnay,"['Edna Valley Vineyard Chardonnay', ' 750 ml']",$12.99, 750 ml,na,Bristol Farms,na
White Wine,Perrier Jouet Grand Brut,"['Perrier Jouet Grand Brut', ' 750 ml']",$59.99, 750 ml,na,Bristol Farms,na
White Wine,Sean Minor,"['Sean Minor', ' Sauvignon Blanc', ' 750mL']",$12.99, Sauvignon Blanc,$10.99,Bristol Farms, 750mL
White Wine,na,['Duckhorn Decoy Sauvignon Blanc Napa Valley 750ml'],$22.98,Duckhorn Decoy Sauvignon Blanc Napa Valley 750ml,$18.99,Bristol Farms,na
White Wine,Cupcake Vineyards Chardonnay,"['Cupcake Vineyards Chardonnay', ' 750mL', ' 13.5% ABV']",$14.99, 750mL,$10.99,Bristol Farms, 13.5% ABV
White Wine,Pine Ridge Chenin Blanc + Viognier White Blend,"['Pine Ridge Chenin Blanc + Viognier White Blend', ' 750 ml']",$15.99, 750 ml,na,Bristol Farms,na
White Wine,Kenwood Sonoma Sauvignon Blanc,"['Kenwood Sonoma Sauvignon Blanc', ' 750 ml']",$12.99, 750 ml,na,Bristol Farms,na
White Wine,La Fiera Pinot Grigio,"['La Fiera Pinot Grigio', ' 750 mL']",$7.99, 750 mL,na,Bristol Farms,na
White Wine,Cakebread Chardonnay,"['Cakebread Chardonnay', ' 750 ml']",$54.99, 750 ml,na,Bristol Farms,na
White Wine,Yalumba,"['Yalumba', ' Viognier 750 mL']",$11.99, Viognier 750 mL,$9.99,Bristol Farms,na
White Wine,Ozeki,"['Ozeki', ' Sake Dry', ' 750mL']",$7.99, Sake Dry,na,Bristol Farms, 750mL
White Wine,Adami Prosecco Garbel,"['Adami Prosecco Garbel', ' 750 mL']",$18.98, 750 mL,$15.99,Bristol Farms,na
White Wine,Taittinger Lafrancaise Brut Champagne,"['Taittinger Lafrancaise Brut Champagne', ' 750 ml']",$59.99, 750 ml,na,Bristol Farms,na
White Wine,Bogle Chardonnay California,"['Bogle Chardonnay California', ' 750 mL']",$10.99, 750 mL,na,Bristol Farms,na
White Wine,Clos du Bois Chardonnay,"['Clos du Bois Chardonnay', ' 750 mL']",$14.99, 750 mL,$10.99,Bristol Farms,na
White Wine,Bella Sera Pinot Grigio,"['Bella Sera Pinot Grigio', ' 2011', ' 750 ml']",$8.99, 2011,$6.99,Bristol Farms, 750 ml
White Wine,Louis Jadot Macon-Villages Chardonnay,"['Louis Jadot Macon-Villages Chardonnay', ' 750 mL']",$16.98, 750 mL,$12.99,Bristol Farms,na
White Wine,Martin Codax Albarino,"['Martin Codax Albarino', ' 750 mL']",$16.99, 750 mL,na,Bristol Farms,na
White Wine,na,['Pomelo Sauvignon Blanc California 750 mL'],$11.99,Pomelo Sauvignon Blanc California 750 mL,na,Bristol Farms,na
White Wine,Wine Lab,"['Wine Lab', ' Butter Chardonnay', ' 750 ml']",$15.99, Butter Chardonnay,na,Bristol Farms, 750 ml
White Wine,J Vineyards,"['J Vineyards', ' Pinot Gris', ' 750 mL', ' 13.8% ABV']",$16.99, Pinot Gris,na,Bristol Farms, 13.8% ABV
White Wine,Duckhorn,"['Duckhorn', ' Napa Sauvignon Blanc 750 mL']",$29.98, Napa Sauvignon Blanc 750 mL,$26.99,Bristol Farms,na
White Wine,The Brander Vineyard Sauvignon Blanc Santa Ynez Valley,"['The Brander Vineyard Sauvignon Blanc Santa Ynez Valley', ' 750 mL']",$18.98, 750 mL,$14.99,Bristol Farms,na
White Wine,Conundrum Red,"['Conundrum Red', ' 750 mL']",$24.98, 750 mL,$16.99,Bristol Farms,na
White Wine,Billecart-Salmon,"['Billecart-Salmon', ' Rose Brut 750 mL']",$89.98, Rose Brut 750 mL,$84.99,Bristol Farms,na
White Wine,Castle Rock Columbia Valley Chardonnay,"['Castle Rock Columbia Valley Chardonnay', ' 2013', ' 750ml']",$9.99, 2013,$8.99,Bristol Farms, 750ml
White Wine,na,['Geyser Peak Winery Sauvignon Blanc California 750ml'],$11.99,Geyser Peak Winery Sauvignon Blanc California 750ml,$9.99,Bristol Farms,na
White Wine,Trimbach,"['Trimbach', ' Riesling Alsace', ' 750 mL', ' 12.5% ABV']",$28.98, Riesling Alsace,$23.99,Bristol Farms, 12.5% ABV
White Wine,Dry Creek 2014 Sauvignon Blanc,"['Dry Creek 2014 Sauvignon Blanc', ' 750mL', ' 13% ABV']",$14.99, 750mL,na,Bristol Farms, 13% ABV
White Wine,Toad Hollow Chardonnay,"['Toad Hollow Chardonnay', ' 750 mL']",$12.99, 750 mL,na,Bristol Farms,na
White Wine,na,"[""NV Domaine Allimant Laugner Cremant d'Alsace Rose 750ml""]",$19.99,NV Domaine Allimant Laugner Cremant d'Alsace Rose 750ml,na,Bristol Farms,na
White Wine,Edna Valley Chardonnay,"['Edna Valley Chardonnay', ' 750 mL']",$12.99, 750 mL,na,Bristol Farms,na
White Wine,na,['Benziger Sauvignon Blanc Sonoma/Mendocino County 750 mL'],$14.99,Benziger Sauvignon Blanc Sonoma/Mendocino County 750 mL,na,Bristol Farms,na
White Wine,San Felice Chianti Classico Riserva,"['San Felice Chianti Classico Riserva', ' ""Il Grigio""', ' 375 mL']",$15.49," ""Il Grigio""",na,Bristol Farms, 375 mL
White Wine,MomoKawa Junmai Ginjo Craft Sake 750 mL,"['MomoKawa Junmai Ginjo Craft Sake 750 mL', ' 36 Proof']",$13.99, 36 Proof,na,Bristol Farms,na
White Wine,Protocolo Vino De La Tierra De Castilla White,"['Protocolo Vino De La Tierra De Castilla White', ' Spain', ' 750 mL']",$7.99, Spain,na,Bristol Farms, 750 mL
White Wine,Roederer Estate Brut,"['Roederer Estate Brut', ' 750 mL']",$34.99, 750 mL,$29.99,Bristol Farms,na
White Wine,Macrostie Chardonnay,"['Macrostie Chardonnay', ' Sonoma Coast', ' 750 mL']",$22.98, Sonoma Coast,$19.99,Bristol Farms, 750 mL
White Wine,Goth Sauvignon 750 mL,"['Goth Sauvignon 750 mL', ' 14.9% ABV']",$59.99, 14.9% ABV,na,Bristol Farms,na
White Wine,na,['Baileyana Chardonnay Grand Firepeak Cuvee Edna Valley 750ml'],$29.98,Baileyana Chardonnay Grand Firepeak Cuvee Edna Valley 750ml,$21.99,Bristol Farms,na
White Wine,na,['Duckhorn Vineyards Sauvignon Blanc Napa Valley Half Bottle'],$16.48,Duckhorn Vineyards Sauvignon Blanc Napa Valley Half Bottle,$14.99,Bristol Farms,na
White Wine,na,['Coeur de Lion Christian Drouin Selection Calvados 750ml'],$3.99,Coeur de Lion Christian Drouin Selection Calvados 750ml,na,Bristol Farms,na
White Wine,King Estate Pinot Gris,"['King Estate Pinot Gris', ' 750 mL']",$19.99, 750 mL,na,Bristol Farms,na
White Wine,na,['Crossbarn by Paul Hobbs Chardonnay Sonoma Coast 750 mL'],$29.98,Crossbarn by Paul Hobbs Chardonnay Sonoma Coast 750 mL,$24.99,Bristol Farms,na
White Wine,na,['Qupe Chardonnay Santa Maria Valley Bien Nacido Y Block (Half Bottle)'],$13.49,Qupe Chardonnay Santa Maria Valley Bien Nacido Y Block (Half Bottle),$11.99,Bristol Farms,na
Spirit,Tito's Handmade Vodka,"[""Tito's Handmade Vodka"", ' 750 mL', ' 80 Proof']",$24.98, 750 mL,$19.99,Bristol Farms, 80 Proof
Spirit,SVEDKA Vodka,"['SVEDKA Vodka', ' 750 ml bottle', ' 80 Proof']",$13.99, 750 ml bottle,na,Bristol Farms, 80 Proof
Spirit,Smirnoff Vodka,"['Smirnoff Vodka', ' 1.75 L', ' 80 Proof']",$25.98, 1.75 L,$19.99,Bristol Farms, 80 Proof
Spirit,Ketel One Vodka,"['Ketel One Vodka', ' 750 ml', ' 80 Proof']",$24.98, 750 ml,$22.99,Bristol Farms, 80 Proof
Spirit,Sauza Silver Tequila,"['Sauza Silver Tequila', ' 750 ml', ' 80 Proof']",$18.98, 750 ml,$11.99,Bristol Farms, 80 Proof
Spirit,Bombay Sapphire Gin,"['Bombay Sapphire Gin', ' 750 mL', ' 94 Proof']",$25.98, 750 mL,$22.99,Bristol Farms, 94 Proof
Spirit,Ketel One Vodka,"['Ketel One Vodka', ' 1.75 l', ' 80 Proof']",$44.99, 1.75 l,$39.99,Bristol Farms, 80 Proof
Spirit,Grey Goose Vodka,"['Grey Goose Vodka', ' 750 ml', ' 80 Proof']",$36.99, 750 ml,$32.99,Bristol Farms, 80 Proof
Spirit,Hendrick's Gin,"[""Hendrick's Gin"", ' 750 mL', ' 88 Proof']",$39.99, 750 mL,na,Bristol Farms, 88 Proof
Spirit,Skyy Vodka,"['Skyy Vodka', ' 750 ml', ' 80 Proof']",$16.98, 750 ml,$13.99,Bristol Farms, 80 Proof
Spirit,Buffalo Trace Kentucky Bourbon Whiskey,"['Buffalo Trace Kentucky Bourbon Whiskey', ' 750 mL', ' 90 Proof']",$28.99, 750 mL,na,Bristol Farms, 90 Proof
Spirit,Tito's Handmade Vodka 80 proof,"[""Tito's Handmade Vodka 80 proof"", ' 1.75 L']",$44.99, 1.75 L,$39.99,Bristol Farms,na
Spirit,Aperol Aperitivo,"['Aperol Aperitivo', ' 750 ml', ' 22 Proof']",$29.99, 750 ml,na,Bristol Farms, 22 Proof
